Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Constituent ID,Artist Prefix,Artist Display Name,Artist Alpha Sort,Artist ULAN URL,Artist Wikidata URL,Culture,Period,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,_year_start,_year_end,Object Name,Title,Link Resource,Object Wikidata URL,Tags,Tags AAT URL,Tags Wikidata URL,Type,Decoration type,Female figures,Male figures,Myth,Record in MANTO,object_1,object_2,MANTO_result_1,MANTO_result_2,MANTO_result_3,MANTO_result_4,MANTO_result_5,MANTO_result_6
62.11.4,True,255125.0,171.0,Greek and Roman Art,1962.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE–early 4th century BCE,-425.0,-375.0,Terracotta,"Height: 13 3/4in. (34.9cm), Diam.: 14 3/8 in. (36.5 cm)","Rogers Fund, 1962",-425.0,-375.0,Bell-krater,Terracotta bell-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/255125,https://www.wikidata.org/wiki/Q116288871,Dionysus|Ariadne|Satyrs|Lyres,http://vocab.getty.edu/page/ia/901001029|http://vocab.getty.edu/page/ia/901000155|http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300042114,https://www.wikidata.org/wiki/Q41680|https://www.wikidata.org/wiki/Q184874|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q201129,bell krater,,,,,,,,,,,,,
41.162.54,True,254221.0,171.0,Greek and Roman Art,1941.0,,,,,,,"Greek, Attic",Late Classical,early 4th century BCE,-399.0,-375.0,Terracotta,H. 1 3/8 in. (3.5 cm),"Rogers Fund, 1941",-399.0,-375.0,Strainer,Terracotta strainer,http://www.metmuseum.org/art/collection/search/254221,https://www.wikidata.org/wiki/Q116288913,Birds|Lions,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q140,unknown,,,,,,,,,,,,,
06.1021.194,True,247357.0,,Greek and Roman Art,1906.0,4904.0,Attributed to the,Painter of the Ferrara Choes,Painter of the Ferrara Choes,,,"Greek, Attic",Late Classical,early 4th century BCE,-399.0,-375.0,Terracotta,"6 1/4 × 4 in. (15.9 × 10.2 cm)
Diam. of foot: 2 1/4 in. (5.8 cm)","Rogers Fund, 1906",-399.0,-375.0,"Oinochoe, chous","Oinochoe, chous",http://www.metmuseum.org/art/collection/search/247357,,Male Nudes|Female Nudes,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q40446,chous,,,,,,,,,,,,,
06.1021.214,True,247377.0,171.0,Greek and Roman Art,1906.0,16483.0,Attributed to the,Meleager Painter,Meleager Painter,http://vocab.getty.edu/page/ulan/500022600,https://www.wikidata.org/wiki/Q1919255,"Greek, Attic",Late Classical,ca. 390–380 BCE,-390.0,-380.0,Terracotta,"H. 13 3/8 in. (34 cm)
diameter  14 in. (35.6 cm)","Rogers Fund, 1906",-390.0,-380.0,Bell-krater,Terracotta bell-krater (vase for mixing wine and water),http://www.metmuseum.org/art/collection/search/247377,https://www.wikidata.org/wiki/Q116292474,Men|Maenads|Satyrs,http://vocab.getty.edu/page/aat/300025928| |http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q163709,bell krater,,,,,,,,,,,,,
69.232,True,255294.0,161.0,Greek and Roman Art,1969.0,4944.0,Attributed to the,Painter of New York 69.232,Painter of New York 69.232,,,"Greek, South Italian, Lucanian",Late Classical,ca. 410–380 BCE,-410.0,-380.0,Terracotta,width  11 1/8in. (28.2cm),"Gift of Paul E. Manheim, 1969",-410.0,-380.0,"Kylix, stemless",Terracotta stemless kylix (drinking cup),http://www.metmuseum.org/art/collection/search/255294,https://www.wikidata.org/wiki/Q116287983,Male Nudes|Women|Satyrs,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q163709,kylix,,,,,,,,,,,,,
16.140,True,249090.0,161.0,Greek and Roman Art,1916.0,4918.0,Attributed to the,Sarpedon Painter,Sarpedon Painter,http://vocab.getty.edu/page/ulan/500067495,,"Greek, South Italian, Apulian",Late Classical,ca. 400–380 BCE,-400.0,-380.0,Terracotta,"H. 19 5/8 in. (49.9 cm)
diameter of mouth  22 3/8 in. (56.8 cm)","Rogers Fund, 1916",-400.0,-380.0,Bell-krater,Terracotta bell-krater (mixing bowl),http://www.metmuseum.org/art/collection/search/249090,https://www.wikidata.org/wiki/Q116293000,Men|Women|Zeus|Hera,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000671|http://vocab.getty.edu/page/ia/901001934,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q34201|https://www.wikidata.org/wiki/Q38012,bell krater,,,,,,,,https://manto.unh.edu/viewer.p/60/2800/object/6582-11314742,https://manto.unh.edu/viewer.p/60/2800/object/6582-11314745,https://manto.unh.edu/viewer.p/60/2800/object/6582-11314746,https://manto.unh.edu/viewer.p/60/2800/object/6582-11317870,,
24.97.104,True,251532.0,161.0,Greek and Roman Art,1924.0,4918.0,Attributed to the,Dolon Painter,Dolon Painter,http://vocab.getty.edu/page/ulan/500004748,https://www.wikidata.org/wiki/Q29429741,"Greek, South Italian, Lucanian",Late Classical,ca. 400–390 BCE,-400.0,-390.0,Terracotta,"H. 12 1/16 in. (30.6 cm)
diameter  12 1/2 in. (31.8 cm)","Fletcher Fund, 1924",-400.0,-390.0,Calyx-krater,Terracotta calyx-krater (mixing bowl),http://www.metmuseum.org/art/collection/search/251532,https://www.wikidata.org/wiki/Q29383827,Men|Actors|Male Nudes|Geese,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025658|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300250063,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q33999|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q16529344,calyx krater,,,,,,,,,,,,,
75.2.17,True,244823.0,171.0,Greek and Roman Art,1875.0,,,,,,,"Greek, Boeotian",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,Other: 8 5/8 x 8 1/8 in. (21.9 x 20.6 cm),"Gift of Samuel G. Ward, 1875",-425.0,-400.0,Bell-krater,Terracotta bell-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/244823,https://www.wikidata.org/wiki/Q116288849,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,bell krater,,,,,,,,,,,,,
X.21.23,True,256605.0,,Greek and Roman Art,,4936.0,Attributed to the,Owl-Pillar Group,Owl-Pillar Group,http://vocab.getty.edu/page/ulan/500102531,,"Greek, South Italian, Campanian",Classical,late 5th century BCE,-450.0,-400.0,Terracotta,H. 20.96 cm.,Museum Accession,-450.0,-400.0,Hydria,Hydria,http://www.metmuseum.org/art/collection/search/256605,,Male Nudes|Women,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467,hydria,,,,,,,,,,,,,
1991.392.13,True,256056.0,171.0,Greek and Roman Art,1991.0,,,,,,,"Greek, Attic",Classical,2nd half of 5th century BCE,-450.0,-400.0,Terracotta,H. 12 in. (30.5 cm),"Gift of Mr. and Mrs. Jonathan P. Rosen, 1991",-450.0,-400.0,Calyx-krater,Terracotta calyx-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/256056,https://www.wikidata.org/wiki/Q116288887,Dionysus|Ariadne|Maenads|Satyrs,http://vocab.getty.edu/page/ia/901001029|http://vocab.getty.edu/page/ia/901000155| |http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q41680|https://www.wikidata.org/wiki/Q184874|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q163709,calyx krater,,,,,,,,,,,,,
"1989.281.81.2a, b",True,255959.0,171.0,Greek and Roman Art,1989.0,,,,,,,"Greek, Attic",Classical,last quarter of 5th century BCE,-425.0,-400.0,Terracotta,diameter  2 5/8in. (6.6cm),"Gift of Norbert Schimmel Trust, 1989",-425.0,-400.0,Pyxis with lid,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/255959,https://www.wikidata.org/wiki/Q116289727,Lions,http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q140,pyxis,,,,,,,,,,,,,
"1989.281.81.1a, b",True,255958.0,171.0,Greek and Roman Art,1989.0,,,,,,,"Greek, Attic",Classical,last quarter of 5th century BCE,-425.0,-400.0,Terracotta,diameter  2 11/16in. (6.8cm),"Gift of Norbert Schimmel Trust, 1989",-425.0,-400.0,Pyxis with lid,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/255958,https://www.wikidata.org/wiki/Q116289736,Lions,http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q140,pyxis,,,,,,,,,,,,,
49.11.6,True,254616.0,159.0,Greek and Roman Art,1949.0,4910.0,Attributed to the,Achilles Painter,Achilles Painter,http://vocab.getty.edu/page/ulan/500019489,https://www.wikidata.org/wiki/Q125902,"Greek, Attic",Classical,ca. 450–440 BCE,-450.0,-400.0,Terracotta,H. 10 1/4 in. (26 cm),"Rogers Fund, 1949",-450.0,-400.0,"Hydria, kalpis",Terracotta hydria: kalpis (water jar),http://www.metmuseum.org/art/collection/search/254616,https://www.wikidata.org/wiki/Q116405074,Women|Men,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q8441,kalpis,,,,,,,,,,,,,
1984.11.1,True,255802.0,159.0,Greek and Roman Art,1984.0,4914.0,Attributed to the manner of the,Shuvalov Painter,Shuvalov Painter,http://vocab.getty.edu/page/ulan/500004128,https://www.wikidata.org/wiki/Q968196,"Greek, Attic",Classical,ca. 430 BCE,-450.0,-400.0,Terracotta,H. 7 3/16 in. (18.3 cm),"Purchase, Sarah Campbell Blaffer Foundation and Schimmel Foundation Inc. Gifts, 1984",-450.0,-400.0,"Hydria, kalpis",Terracotta hydria: kalpis (water jar),http://www.metmuseum.org/art/collection/search/255802,https://www.wikidata.org/wiki/Q116406169,,,,kalpis,,,,,,,,,,,,,
"1972.118.148a, b",True,255459.0,159.0,Greek and Roman Art,1972.0,,,,,,,"Greek, Attic",Classical,ca. 420–400 BCE,-450.0,-400.0,Terracotta,H. 6 7/8 in. (17.5 cm),"Bequest of Walter C. Baker, 1971",-450.0,-400.0,Pyxis,Terracotta pyxis (box),http://www.metmuseum.org/art/collection/search/255459,https://www.wikidata.org/wiki/Q116287292,Dressing|Women|Eros,|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000613,|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q121973,pyxis,,,,,,,,,,,,,
1971.258.3,True,255341.0,159.0,Greek and Roman Art,1971.0,4911.0,Attributed to the,Washing Painter,Washing Painter,http://vocab.getty.edu/page/ulan/500074742,https://www.wikidata.org/wiki/Q1451589,"Greek, Attic",Classical,ca. 420–410 BCE,-450.0,-400.0,Terracotta,"H. 2 in. (5.1 cm)
diameter  1 3/4 in. (4.5 cm)","Gift of Alastair Bradley Martin, 1971",-450.0,-400.0,Oon,Terracotta oon (egg),http://www.metmuseum.org/art/collection/search/255341,https://www.wikidata.org/wiki/Q116287841,Women|Horses|Chariots,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q203788,unknown,,,,,,,,,,,,,
1972.118.149,True,255460.0,171.0,Greek and Roman Art,1972.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,H. 5 in. (12.7 cm),"Bequest of Walter C. Baker, 1971",-425.0,-400.0,Squat lekythos,Terracotta squat lekythos (oil jar),http://www.metmuseum.org/art/collection/search/255460,https://www.wikidata.org/wiki/Q116287286,Aphrodite|Eros,http://vocab.getty.edu/page/ia/901000612|http://vocab.getty.edu/page/ia/901000613,https://www.wikidata.org/wiki/Q35500|https://www.wikidata.org/wiki/Q121973,lekythos,,,,,,,,,,,,,
62.69,True,255141.0,,Greek and Roman Art,1962.0,,,,,,,"Greek, Attic",Classical,5th century BCE,-499.0,-400.0,Terracotta,"Diameter: 1 3/4 × 1 × 1 5/8 in. (4.4 × 2.6 × 4.1 cm)
Other (width w/ handle): 2 1/2 × 1 7/8 in. (6.4 × 4.7 cm)","Gift of Miss Constance Holt, 1962",-499.0,-400.0,Squat lekythos,Squat lekythos,http://www.metmuseum.org/art/collection/search/255141,,Women|Mirrors,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300037682,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q35197,lekythos,,,,,,,,,,,,,
49.94.2,True,254631.0,171.0,Greek and Roman Art,1949.0,,,,,,,"Greek, Boeotian",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,H. 9 3/16 in. (23.3 cm),"Gift of Arthur L. Gale, 1949",-425.0,-400.0,Bell-krater,Terracotta bell-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/254631,https://www.wikidata.org/wiki/Q116282804,Human Figures,http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5937779,bell krater,,,,,,,,,,,,,
54.11.7,True,254803.0,159.0,Greek and Roman Art,1954.0,4910.0,Attributed to the,Achilles Painter,Achilles Painter,http://vocab.getty.edu/page/ulan/500019489,https://www.wikidata.org/wiki/Q125902,"Greek, Attic",Classical,ca. 440 BCE,-450.0,-400.0,Terracotta,H. 15 3/16 in. (38.6 cm),"Dodge Fund, 1954",-450.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/254803,https://www.wikidata.org/wiki/Q116290645,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
53.107,True,254782.0,171.0,Greek and Roman Art,1953.0,4939.0,Attributed to the,Reed Painter,Reed Painter,http://vocab.getty.edu/page/ulan/500016635,https://www.wikidata.org/wiki/Q3196797,"Greek, Attic",Classical,ca. 430–420 BCE,-450.0,-400.0,Terracotta,H. 12 1/2 in. (31.7 cm),"Gift of Mrs. Harry G. Friedman, 1953",-450.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/254782,https://www.wikidata.org/wiki/Q116291504,Horses|Men,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8441,lekythos,,,,,,,,,,,,,
2001.761.5,True,257599.0,,Greek and Roman Art,2001.0,,,,,,,"Greek, Attic",Classical,5th century BCE,-499.0,-400.0,Terracotta,"H. 2 3/4 in. (7 cm)
Diameter: 5 3/4 in. (14.6 cm) with handles","Gift of Bess Myerson, 2001",-499.0,-400.0,Owl skyphos,Terracotta owl skyphos,http://www.metmuseum.org/art/collection/search/257599,,Owls,http://vocab.getty.edu/page/aat/300310290,https://www.wikidata.org/wiki/Q8021345,skyphos,,,,,,,,,,,,,
56.171.58,True,254917.0,159.0,Greek and Roman Art,1956.0,,,,,,,"Greek, Attic",Classical,ca. 420 BCE,-450.0,-400.0,Terracotta,6 3/16 × 2 3/4 in. (15.7 × 7 cm),"Fletcher Fund, 1956",-450.0,-400.0,Squat lekythos,Terracotta squat lekythos (oil flask),http://www.metmuseum.org/art/collection/search/254917,https://www.wikidata.org/wiki/Q116289805,Trojan War|Men,http://vocab.getty.edu/page/ia/901000351|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q42937|https://www.wikidata.org/wiki/Q8441,lekythos,,,,,,,,,,,,,
57.12.19,True,254957.0,171.0,Greek and Roman Art,1957.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,H. 4 11/16 in. (11.9 cm),"Gift of Ernest Brummer, 1957",-425.0,-400.0,Squat lekythos,Terracotta squat lekythos (oil flask),http://www.metmuseum.org/art/collection/search/254957,https://www.wikidata.org/wiki/Q116289382,Boys,http://vocab.getty.edu/page/aat/300247598,https://www.wikidata.org/wiki/Q3010,lekythos,,,,,,,,,,,,,
57.43,True,254967.0,171.0,Greek and Roman Art,1957.0,,,,,,,"Greek, Corinthian",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,H. 9 15/16 in. (25.2 cm),"Gift of Mrs. Matthew C. Brush, 1957",-425.0,-400.0,Pelike,Terracotta pelike (jar),http://www.metmuseum.org/art/collection/search/254967,https://www.wikidata.org/wiki/Q116289599,Dancing|Maenads|Satyrs,http://vocab.getty.edu/page/aat/300389779| |http://vocab.getty.edu/page/aat/300379732,https://www.wikidata.org/wiki/Q43393537|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q163709,pelike,,,,,,,,,,,,,
56.171.42,True,254900.0,370.0,Greek and Roman Art,1956.0,4940.0,Attributed to the,Dwarf Painter,Dwarf Painter,http://vocab.getty.edu/page/ulan/500067214,,"Greek, Attic",Classical,ca. 440–430 BCE,-450.0,-400.0,Terracotta,H. 13 in. (33 cm); diameter of mouth  5 15/16 in. (15.1 cm); diameter of foot  3 1/2 in. (8.9 cm),"Fletcher Fund, 1956",-450.0,-400.0,Nolan neck-amphora with ridged handles,Terracotta Nolan neck-amphora (jar),http://www.metmuseum.org/art/collection/search/254900,,Shields|Men|Amazons|Theseus,http://vocab.getty.edu/page/aat/300036869|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000212|http://vocab.getty.edu/page/ia/901001063,https://www.wikidata.org/wiki/Q131559|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134154|https://www.wikidata.org/wiki/Q1320718,neck amphora,,,,,,,,,,,,,
56.171.49,True,254907.0,159.0,Greek and Roman Art,1956.0,4940.0,Attributed to the,Kekrops Painter,Kekrops Painter,http://vocab.getty.edu/page/ulan/500112698,,"Greek, Attic",Classical,ca. 410–400 BCE,-450.0,-400.0,Terracotta,"H. 8 3/4 in. (22.2 cm)
diameter of mouth  9 3/8 in. (23.8 cm)
diameter of foot  4 1/4 in. (10.8 cm)","Fletcher Fund, 1956",-450.0,-400.0,Bell-krater,Terracotta bell-krater (bowl for mixing wine and water),http://www.metmuseum.org/art/collection/search/254907,,Bulls|Male Nudes|Women,http://vocab.getty.edu/page/aat/300250117|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q693690|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467,bell krater,,,,,,,,,,,,,
41.162.11,True,254178.0,159.0,Greek and Roman Art,1941.0,4912.0,Attributed to a painter of,Group R,Group R,http://vocab.getty.edu/page/ulan/500059748,https://www.wikidata.org/wiki/Q57016869,"Greek, Attic",Classical,ca. 420–400 BCE,-420.0,-400.0,Terracotta,H. 20 13/16 in. (52.8 cm); diameter  5 13/16 in. (14.7 cm),"Rogers Fund, 1941",-420.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/254178,https://www.wikidata.org/wiki/Q116404743,,,,lekythos,,,,,,,,,,,,,
41.162.12,True,254179.0,159.0,Greek and Roman Art,1941.0,4912.0,Attributed to,Group R,Group R,http://vocab.getty.edu/page/ulan/500059748,https://www.wikidata.org/wiki/Q57016869,"Greek, Attic",Classical,ca. 420–400 BCE,-420.0,-400.0,Terracotta,H. 21 1/4 in. (54 cm); diameter  5 3/8 in. (13.7 cm),"Rogers Fund, 1941",-420.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/254179,https://www.wikidata.org/wiki/Q116404745,,,,lekythos,,,,,,,,,,,,,
41.162.52,True,254219.0,171.0,Greek and Roman Art,1941.0,4902.0,Attributed to the,Bulas Group,Bulas Group,http://vocab.getty.edu/page/ulan/500024551,https://www.wikidata.org/wiki/Q1003475,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,H. 3 1/4 in. (8.3 cm); diameter 1 5/8 in. (4.2 cm),"Rogers Fund, 1941",-400.0,-400.0,"Panathenaic amphora, miniature",Terracotta miniature Panathenaic amphora,http://www.metmuseum.org/art/collection/search/254219,https://www.wikidata.org/wiki/Q116288498,Athena|Athletes,http://vocab.getty.edu/page/ia/901000069|http://vocab.getty.edu/page/aat/300236025,https://www.wikidata.org/wiki/Q37122|https://www.wikidata.org/wiki/Q2066131,panathenaic amphora,,,,,,,,,,,,,
41.162.53,True,254220.0,171.0,Greek and Roman Art,1941.0,4902.0,Attributed to the,Bulas Group,Bulas Group,http://vocab.getty.edu/page/ulan/500024551,https://www.wikidata.org/wiki/Q1003475,"Greek, Attic",Classical,ca. 400 BCE,-400.0,-400.0,Terracotta,H. 3 1/16 in. (7.8 cm),"Rogers Fund, 1941",-400.0,-400.0,"Panathenaic amphora, miniature",Terracotta miniature Panathenaic amphora,http://www.metmuseum.org/art/collection/search/254220,https://www.wikidata.org/wiki/Q116288485,Athena|Athletes,http://vocab.getty.edu/page/ia/901000069|http://vocab.getty.edu/page/aat/300236025,https://www.wikidata.org/wiki/Q37122|https://www.wikidata.org/wiki/Q2066131,panathenaic amphora,,,,,,,,,,,,,
41.162.87,True,254259.0,171.0,Greek and Roman Art,1941.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-425.0,-400.0,Terracotta,H. 10 3/8 in. (26.4 cm); diameter  7 1/8 in. (18.1 cm); width with handles  9 1/4 in. (23.5 cm),"Rogers Fund, 1941",-425.0,-400.0,"Hydria, kalpis",Terracotta hydria: kalpis (water jar),http://www.metmuseum.org/art/collection/search/254259,https://www.wikidata.org/wiki/Q116288710,Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,kalpis,,,,,,,,,,,,,
56.171.52,True,254911.0,156.0,Greek and Roman Art,1956.0,4912.0,Attributed to a Painter in the,Group of Polygnotos,Group of Polygnotos,,,"Greek, Attic",Classical,ca. 440 BCE,-450.0,-400.0,Terracotta,H. 15 11/16 in. (39.9 cm); diameter of mouth  9 5/16 in. (23.6 cm); diameter of foot  5 3/8 in. (13.7 cm),"Fletcher Fund, 1956",-450.0,-400.0,Stamnos,Terracotta stamnos (jar),http://www.metmuseum.org/art/collection/search/254911,https://www.wikidata.org/wiki/Q116289859,Dionysus|Maenads|Satyrs|Donkeys,http://vocab.getty.edu/page/ia/901001029| |http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300265959,https://www.wikidata.org/wiki/Q41680|https://www.wikidata.org/wiki/Q209599|https://www.wikidata.org/wiki/Q163709|https://www.wikidata.org/wiki/Q3537778,stamnos,,,,,,,,,,,,,
56.171.57,True,254916.0,159.0,Greek and Roman Art,1956.0,4903.0,Attributed to,Polion,Polion,http://vocab.getty.edu/page/ulan/500112583,https://www.wikidata.org/wiki/Q28552172,"Greek, Attic",Classical,ca. 420 BCE,-450.0,-400.0,Terracotta,"H. 9 3/8 in. (23.8 cm)
diameter of foot  2 3/16 in. (5.5 cm)","Fletcher Fund, 1956",-450.0,-400.0,Oinochoe,Terracotta oinochoe (jug),http://www.metmuseum.org/art/collection/search/254916,,Eros|Deer,http://vocab.getty.edu/page/ia/901000613|http://vocab.getty.edu/page/aat/300250308,https://www.wikidata.org/wiki/Q121973|https://www.wikidata.org/wiki/Q685795,unknown,,,,,,,,,,,,,
41.162.186,True,254357.0,,Greek and Roman Art,1941.0,,,,,,,"Greek, Attic",Classical,late 5th century BCE,-430.0,-400.0,Terracotta,H. 11.51 cm.,"Rogers Fund, 1941",-430.0,-400.0,"Hydria, miniature","Hydria, miniature",http://www.metmuseum.org/art/collection/search/254357,,Nike,http://vocab.getty.edu/page/ia/901000070,https://www.wikidata.org/wiki/Q165023,hydria,,,,,,,,,,,,,
41.162.203,True,254374.0,171.0,Greek and Roman Art,1941.0,,,,,,,"Greek, Attic",Classical,2nd half of 5th century BCE,-450.0,-400.0,Terracotta,H. 2 3/16 in. (5.5 cm),"Rogers Fund, 1941",-450.0,-400.0,Squat lekythos,Terracotta squat lekythos (oil flask),http://www.metmuseum.org/art/collection/search/254374,https://www.wikidata.org/wiki/Q116287984,Men|Hats|Profiles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300046106|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q80151|https://www.wikidata.org/wiki/Q4382010,lekythos,,,,,,,,,,,,,
41.162.205,True,254376.0,,Greek and Roman Art,1941.0,,,,,,,"Greek, Attic",Classical,ca. 425–400 BCE,-425.0,-400.0,Terracotta,"Diameter: 1 3/4 × 1 × 1 9/16 in. (4.5 × 2.6 × 4 cm)
Height: 2 7/8 in. (7.4 cm)","Rogers Fund, 1941",-425.0,-400.0,"Squat lekythos, miniature","Squat lekythos, miniature",http://www.metmuseum.org/art/collection/search/254376,,,,,lekythos,,,,,,,,,,,,,
41.162.264,True,254435.0,,Greek and Roman Art,1941.0,,,,,,,"Greek, Boeotian",Classical,late 5th century BCE,-430.0,-400.0,Terracotta,H. 11.51 cm.,"Rogers Fund, 1941",-430.0,-400.0,"Pelike, miniature","Pelike, miniature",http://www.metmuseum.org/art/collection/search/254435,,Girls,http://vocab.getty.edu/page/aat/300247581,https://www.wikidata.org/wiki/Q3031,pelike,,,,,,,,,,,,,
1972.118.145,True,255456.0,171.0,Greek and Roman Art,1972.0,4916.0,Attributed to the,Thanatos Painter,Thanatos Painter,http://vocab.getty.edu/page/ulan/500057786,https://www.wikidata.org/wiki/Q18577873,"Greek, Attic",Classical,ca. 430 BCE,-450.0,-400.0,Terracotta,H. 12 1/2 in. (31.8 cm),"Bequest of Walter C. Baker, 1971",-450.0,-400.0,Lekythos,Terracotta lekythos (oil flask),http://www.metmuseum.org/art/collection/search/255456,https://www.wikidata.org/wiki/Q116287320,Tombs|Women,http://vocab.getty.edu/page/aat/300005926|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q381885|https://www.wikidata.org/wiki/Q467,lekythos,,,,,,,,,,,,,
45.11.1,True,254523.0,159.0,Greek and Roman Art,1945.0,4928.0,Attributed to,Polygnotos,Polygnotos,http://vocab.getty.edu/page/ulan/500115802,https://www.wikidata.org/wiki/Q1972156,"Greek, Attic",Classical,ca. 450–440 BCE,-450.0,-400.0,Terracotta,"H. 18 13/16 in. (47.8 cm)
diameter  13 1/2 in. (34.3 cm)","Rogers Fund, 1945",-450.0,-400.0,Pelike,Terracotta pelike (jar),http://www.metmuseum.org/art/collection/search/254523,https://www.wikidata.org/wiki/Q116287244,Athena|Women|Medusa|Perseus,http://vocab.getty.edu/page/ia/901000069|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000543|http://vocab.getty.edu/page/ia/901000628,https://www.wikidata.org/wiki/Q37122|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q160730|https://www.wikidata.org/wiki/Q130832,pelike,,,,,,,,,,,,,
